rst_count,urg_count,Magnitue,Std,Variance,Radius,AVG,flow_duration,Max,Tot size,Header_Length,Covariance,ack_flag_number,Tot sum,Weight,IAT,Duration,Min,Number,Protocol Type,label
2.064642336839901,0.8453211259893115,1.7970771298030084,0.8445748753206936,0.5867350126983124,0.8405525842202533,1.9014742581658373,0.6329157547676618,1.6264859140095718,1.7449555216207504,2.0616386852908524,0.2116395074287606,0.4208573790559796,2.980356016870379,0.9968262956829548,0.996049512629116,-1.0346276022719567,2.6649679436204035,0.9964931084729888,-0.1660481847956632,1
0.6320766323932785,-0.2403816302054413,-1.051279135862516,-0.8524317520308027,-3.645343073773188,-0.8616086047881382,-0.8259628949110955,1.2757694991443782,-0.8068720336254256,-0.7726065002258462,0.6282306056704013,-0.3526393757596571,0.4208573790559796,-0.712297378624876,0.9968262956829548,0.9959613312191204,1.2832661980376734,-0.3413315139857663,0.9964931084729888,-0.652371062151611,1
-0.4894993722033081,0.30099700948147,-0.95030657124531,-0.7728314403176288,-0.2596806045959874,-0.7709694662620109,-0.7943107219527404,1.5342299013085794,-0.7562050451573313,-0.7865335014530881,-0.6134172097387486,-0.3507776241198861,-2.376101857220821,-0.7849985310866759,-1.0030969190222077,-1.004000208932634,-0.3571192804059092,-0.3747083517387294,-1.0026668657945366,2.2655662019840763,1
0.5400498832981739,0.1490104055214884,-0.8163879088654817,-0.7280827172387097,0.1635272040511625,-0.7262727600203268,-0.7431642894731528,-0.1589734385132682,-0.7109080613551393,-0.7614648992440525,0.4840503678199784,-0.3487016322484005,0.4208573790559796,-0.7649057712355999,-1.0030969190222077,-1.0040002089437643,1.2619120675490587,-0.314510840791421,-1.0026668657945366,-0.1660481847956632,1
-0.2920253064367296,1.3784524305776191,-0.8255254839873846,-0.7514936266113952,0.5867350126983124,-0.7495649257399867,-0.7485358951261587,0.2159707015722035,-0.7398961420979252,-0.7554542987144007,-0.6969964964504953,-0.3503874004320931,0.4208573790559796,-0.6089948096692143,0.9968262956829548,0.9960284259794896,-0.6677248147857592,-0.402125039892949,0.9964931084729888,-0.3871040381392759,1
-0.7248386107746432,-0.200912240804981,-0.9083498662335168,-0.7690274180369506,0.5867350126983124,-0.7688504185821228,-0.7788750222039972,-0.1657211063432773,-0.7447689241095771,-0.714699495123103,-0.7444010996938737,-0.351094846982565,-2.376101857220821,-0.6471098505532709,0.9968262956829548,0.9959967635771192,0.1049064519841177,-0.3890127107757135,0.9964931084729888,1.0276534232598458,1
-0.775005970524405,-0.3876554712519352,-0.8982365150739668,-0.7461228755001363,0.1635272040511625,-0.7442919480302823,-0.7723050603555583,-0.3853059442472967,-0.7347250264937232,-0.7167518953039599,-0.7503982981083904,-0.3489311170333292,-2.376101857220821,-0.7647104430452135,-1.0030969190222077,-1.0040002088658364,-0.2212293591147248,-0.3842445910967188,-1.0026668657945366,0.2760635218915621,1
-0.6277791488384001,0.1054173485717262,-0.810599693191817,-0.7160240174495129,0.5867350126983124,-0.7140447339294923,-0.7424388259894623,0.6603356804119391,-0.694648880561158,-0.7554542987144007,-0.7238710639234616,-0.348723382261312,0.4208573790559796,-0.6004003692922149,0.9968262956829548,0.995972718570705,-0.2056990823957321,-0.3413315139857663,0.9964931084729888,0.3202746925602845,1
1.014163386665748,-0.1667447096821944,1.2029682590681676,1.2245657649995887,0.5867350126983124,1.22962355169162,1.0336540588239411,-0.0861099398311327,1.3384945526678629,1.560239505343646,1.1007061265809994,0.4349937469864966,0.4208573790559796,1.842634417266677,0.9968262956829548,0.9960277390330404,-1.0307450330922088,-0.3413315139857663,0.9964931084729888,-0.652371062151611,1
-0.6095655214133273,0.0400277631470829,-0.1846232329660696,-0.1425997540291412,-1.1060962218902877,-0.1414703742642747,-0.26235235151411,-0.45914896827863,-0.3894536153823923,0.4581006082235905,-0.6681248560007543,-0.19686799496239,0.4208573790559796,-0.4060878854958724,-1.0030969190222077,-1.0040002090246292,-0.0290421847171926,-0.3413315139857663,-1.0026668657945366,-0.652371062151611,1
